dimension,auc_mean,auc_std,estimator
1,0.7339950980392157,0.07301332775851908,"AdaBoostClassifier(learning_rate=0.009244716089910383, n_estimators=1000,
                   random_state=42)"
2,0.7323672385620915,0.08984896998735083,"AdaBoostClassifier(learning_rate=0.18133178688467455, n_estimators=23,
                   random_state=42)"
3,0.7395894607843138,0.0779834940915479,"AdaBoostClassifier(learning_rate=0.022582159446594825, n_estimators=285,
                   random_state=42)"
4,0.7903962418300653,0.060344133462138495,"AdaBoostClassifier(learning_rate=0.005867329791378469, n_estimators=535,
                   random_state=42)"
5,0.7912785947712418,0.08115820838886205,"AdaBoostClassifier(learning_rate=0.022582159446594825, n_estimators=285,
                   random_state=42)"
6,0.7985661764705881,0.07951808224438256,"AdaBoostClassifier(learning_rate=0.022582159446594825, n_estimators=285,
                   random_state=42)"
7,0.7856801470588236,0.07259796201339455,"AdaBoostClassifier(learning_rate=0.003323533949159052, n_estimators=512,
                   random_state=42)"
8,0.7894750816993464,0.07759264404236997,"AdaBoostClassifier(learning_rate=0.05538406318363991, n_estimators=26,
                   random_state=42)"
9,0.793000408496732,0.07531684684788854,"AdaBoostClassifier(learning_rate=0.0014209180971946035, n_estimators=1000,
                   random_state=42)"
10,0.7861131535947713,0.06651782124172924,"AdaBoostClassifier(learning_rate=0.03339602433996427, n_estimators=55,
                   random_state=42)"
11,0.7934763071895425,0.0744682978048932,"AdaBoostClassifier(learning_rate=0.02222635909383672, n_estimators=309,
                   random_state=42)"
12,0.788188316993464,0.07671683043204398,"AdaBoostClassifier(learning_rate=0.19833894888042725, n_estimators=19,
                   random_state=42)"
13,0.7899121732026144,0.078447894953632,"AdaBoostClassifier(learning_rate=0.010036120653159796, n_estimators=799,
                   random_state=42)"
14,0.7908619281045752,0.08965874039961229,"AdaBoostClassifier(learning_rate=0.06903638545618668, n_estimators=115,
                   random_state=42)"
15,0.8115318627450978,0.07078989320602078,"AdaBoostClassifier(learning_rate=0.010036120653159796, n_estimators=799,
                   random_state=42)"
16,0.8239828431372549,0.06805127540012976,"AdaBoostClassifier(learning_rate=0.01065945142589001, n_estimators=1000,
                   random_state=42)"
17,0.8189011437908496,0.07064145231032061,"AdaBoostClassifier(learning_rate=0.010036120653159796, n_estimators=799,
                   random_state=42)"
18,0.8272589869281045,0.07634257720699314,"AdaBoostClassifier(learning_rate=0.011409427360784546, n_estimators=1000,
                   random_state=42)"
19,0.8249714052287581,0.07972356443540285,"AdaBoostClassifier(learning_rate=0.011271436588522069, n_estimators=1000,
                   random_state=42)"
20,0.8386968954248365,0.06979502541645281,"AdaBoostClassifier(learning_rate=0.05475063986326065, n_estimators=270,
                   random_state=42)"
21,0.8377982026143791,0.0657020537222935,"AdaBoostClassifier(learning_rate=0.08949243300100834, n_estimators=137,
                   random_state=42)"
22,0.8309150326797387,0.07017305392468316,"AdaBoostClassifier(learning_rate=0.01196121717401636, n_estimators=1000,
                   random_state=42)"
23,0.8296609477124182,0.07570481697147301,"AdaBoostClassifier(learning_rate=0.015271349405352824, n_estimators=1000,
                   random_state=42)"
24,0.8341299019607844,0.06376661791337555,"AdaBoostClassifier(learning_rate=0.08353649953347829, n_estimators=103,
                   random_state=42)"
25,0.8510130718954247,0.05449460562639998,"AdaBoostClassifier(learning_rate=0.08322767659232717, n_estimators=128,
                   random_state=42)"
26,0.8547099673202613,0.06630356262548946,"AdaBoostClassifier(learning_rate=0.05475063986326065, n_estimators=270,
                   random_state=42)"
27,0.8560171568627449,0.06502358042743757,"AdaBoostClassifier(learning_rate=0.05475063986326065, n_estimators=270,
                   random_state=42)"
28,0.8552246732026143,0.06791441272287163,"AdaBoostClassifier(learning_rate=0.029403935820613993, n_estimators=688,
                   random_state=42)"
29,0.8600980392156863,0.06524186926990283,"AdaBoostClassifier(learning_rate=0.029403935820613993, n_estimators=688,
                   random_state=42)"
30,0.8615032679738561,0.06590470907584346,"AdaBoostClassifier(learning_rate=0.018127018624264645, n_estimators=686,
                   random_state=42)"
31,0.8613521241830064,0.06732820893205478,"AdaBoostClassifier(learning_rate=0.016211747015805463, n_estimators=1000,
                   random_state=42)"
32,0.8522589869281045,0.06725159016269204,"AdaBoostClassifier(learning_rate=0.029403935820613993, n_estimators=688,
                   random_state=42)"
33,0.8522589869281045,0.06725159016269204,"AdaBoostClassifier(learning_rate=0.029403935820613993, n_estimators=688,
                   random_state=42)"
34,0.8685498366013071,0.07293058729553467,"AdaBoostClassifier(learning_rate=0.029403935820613993, n_estimators=688,
                   random_state=42)"
35,0.8811887254901961,0.05682717025013204,"AdaBoostClassifier(learning_rate=1.2006743867413925, n_estimators=43,
                   random_state=42)"
36,0.8621119281045753,0.06654914843644254,"AdaBoostClassifier(learning_rate=0.19294212519263038, n_estimators=268,
                   random_state=42)"
37,0.861748366013072,0.08007888707916401,"AdaBoostClassifier(learning_rate=1.2006743867413925, n_estimators=43,
                   random_state=42)"
38,0.8621405228758169,0.057057143661306445,"AdaBoostClassifier(learning_rate=0.049920258272146564, n_estimators=1000,
                   random_state=42)"
39,0.8586029411764706,0.07407546920743405,"AdaBoostClassifier(learning_rate=0.029403935820613993, n_estimators=688,
                   random_state=42)"
40,0.8586029411764706,0.07407546920743405,"AdaBoostClassifier(learning_rate=0.029403935820613993, n_estimators=688,
                   random_state=42)"
41,0.8615032679738561,0.06866767417567743,"AdaBoostClassifier(learning_rate=0.43586288975250276, n_estimators=75,
                   random_state=42)"
42,0.8612459150326796,0.08064923585842605,"AdaBoostClassifier(learning_rate=0.01910090873966525, n_estimators=1000,
                   random_state=42)"
43,0.859203431372549,0.07406648456940526,"AdaBoostClassifier(learning_rate=0.029403935820613993, n_estimators=688,
                   random_state=42)"
44,0.8583864379084967,0.0743319943343208,"AdaBoostClassifier(learning_rate=0.029403935820613993, n_estimators=688,
                   random_state=42)"
45,0.8631944444444443,0.0750043718555772,"AdaBoostClassifier(learning_rate=0.029403935820613993, n_estimators=688,
                   random_state=42)"
46,0.8638888888888889,0.07522859668756059,"AdaBoostClassifier(learning_rate=0.02084567660195492, n_estimators=1000,
                   random_state=42)"
47,0.862826797385621,0.06596401383605745,"AdaBoostClassifier(learning_rate=0.03198242376210794, n_estimators=1000,
                   random_state=42)"
48,0.859763071895425,0.07508122150594351,"AdaBoostClassifier(learning_rate=0.029403935820613993, n_estimators=688,
                   random_state=42)"
49,0.8687663398692811,0.06828395058373503,"AdaBoostClassifier(learning_rate=0.029403935820613993, n_estimators=688,
                   random_state=42)"
50,0.873782679738562,0.05266783011922268,"AdaBoostClassifier(learning_rate=0.06513028703346518, n_estimators=612,
                   random_state=42)"
51,0.8677410130718954,0.05672979316282001,"AdaBoostClassifier(learning_rate=0.033379353910914476, n_estimators=1000,
                   random_state=42)"
52,0.8669771241830064,0.05438134343600668,"AdaBoostClassifier(learning_rate=0.08251145514280071, n_estimators=673,
                   random_state=42)"
53,0.8704248366013072,0.05336562283476626,"AdaBoostClassifier(learning_rate=0.0597069873613148, n_estimators=1000,
                   random_state=42)"
54,0.8694975490196079,0.040645667265345915,"AdaBoostClassifier(learning_rate=0.06459101623955392, n_estimators=1000,
                   random_state=42)"
55,0.8709109477124184,0.03996902222533071,"AdaBoostClassifier(learning_rate=0.07810143298420218, n_estimators=1000,
                   random_state=42)"
56,0.8657189542483661,0.06188128975328635,"AdaBoostClassifier(learning_rate=0.5432899535198746, n_estimators=66,
                   random_state=42)"
57,0.8659763071895424,0.043078131096035234,"AdaBoostClassifier(learning_rate=0.07720970537238951, n_estimators=1000,
                   random_state=42)"
58,0.8710743464052288,0.04857252701307544,"AdaBoostClassifier(learning_rate=0.43586288975250276, n_estimators=75,
                   random_state=42)"
59,0.8663807189542483,0.045950871186478705,"AdaBoostClassifier(learning_rate=0.04076093895855488, n_estimators=1000,
                   random_state=42)"
60,0.8676348039215686,0.045139218087996015,"AdaBoostClassifier(learning_rate=0.05241241280648751, n_estimators=1000,
                   random_state=42)"
61,0.8627205882352943,0.04192584154408083,"AdaBoostClassifier(learning_rate=0.07727446563460755, n_estimators=1000,
                   random_state=42)"
62,0.8706290849673202,0.05002210533290263,"AdaBoostClassifier(learning_rate=0.08324840745991685, n_estimators=1000,
                   random_state=42)"
63,0.8755596405228758,0.04062239079480023,"AdaBoostClassifier(learning_rate=0.10016802334490182, n_estimators=1000,
                   random_state=42)"
64,0.8748202614379086,0.044846806609307975,"AdaBoostClassifier(learning_rate=0.06751612298666888, n_estimators=1000,
                   random_state=42)"
65,0.874889705882353,0.043581712280397394,"AdaBoostClassifier(learning_rate=0.06804120772149212, n_estimators=1000,
                   random_state=42)"
66,0.8722712418300652,0.05747205198499577,"AdaBoostClassifier(learning_rate=0.06453048662184048, n_estimators=678,
                   random_state=42)"
67,0.8621732026143791,0.04440876174758607,"AdaBoostClassifier(learning_rate=0.10585056637173713, n_estimators=1000,
                   random_state=42)"
68,0.8693872549019608,0.04874351784110719,"AdaBoostClassifier(learning_rate=0.8089662765818332, n_estimators=143,
                   random_state=42)"
69,0.8633537581699345,0.05534333399511743,"AdaBoostClassifier(learning_rate=0.07165567504126015, n_estimators=643,
                   random_state=42)"
70,0.8600449346405229,0.04977929326497942,"AdaBoostClassifier(learning_rate=0.0942261272421544, n_estimators=403,
                   random_state=42)"
71,0.8600449346405229,0.04977929326497942,"AdaBoostClassifier(learning_rate=0.0942261272421544, n_estimators=403,
                   random_state=42)"
72,0.8580841503267974,0.050185104367288444,"AdaBoostClassifier(learning_rate=0.0942261272421544, n_estimators=403,
                   random_state=42)"
73,0.8620506535947714,0.043421127416764925,"AdaBoostClassifier(learning_rate=0.46134690651142524, n_estimators=496,
                   random_state=42)"
